user_id,date,item,time_slot,quantity,order_timestamp,is_holiday,is_bridge_day,season,temperature_celsius,weather,is_exam_week,is_prebooking,prebooking_datetime,is_delivered,status,instructions
user194,01-01-2026,pizza,8,0,1767256807,1,0,winter,19.1,sunny,0,0,,False
user323,01-01-2026,pizza,9,0,1767258107,1,0,winter,19.1,sunny,0,0,,False
user177,01-01-2026,pizza,10,0,1767262635,1,0,winter,19.1,sunny,0,0,,False
user4,01-01-2026,pizza,11,0,1767266048,1,0,winter,19.1,sunny,0,0,,False
user188,01-01-2026,pizza,12,0,1767271626,1,0,winter,19.1,sunny,0,0,,False
user90,01-01-2026,pizza,13,0,1767275027,1,0,winter,19.1,sunny,0,0,,False
user96,01-01-2026,pizza,14,0,1767279454,1,0,winter,19.1,sunny,0,0,,False
user229,01-01-2026,pizza,15,0,1767279937,1,0,winter,19.1,sunny,0,0,,False
user86,01-01-2026,pizza,16,0,1767284822,1,0,winter,19.1,sunny,0,0,,False
user47,01-01-2026,pizza,17,0,1767286865,1,0,winter,19.1,sunny,0,0,,False
user77,01-01-2026,pizza,18,0,1767291194,1,0,winter,19.1,sunny,0,0,,False
user391,01-01-2026,burger,8,0,1767256358,1,0,winter,19.1,sunny,0,0,,False
user231,01-01-2026,burger,9,0,1767258095,1,0,winter,19.1,sunny,0,0,,False
user51,01-01-2026,burger,10,0,1767262365,1,0,winter,19.1,sunny,0,0,,False
user169,01-01-2026,burger,11,0,1767267704,1,0,winter,19.1,sunny,0,0,,False
user36,01-01-2026,burger,12,0,1767270866,1,0,winter,19.1,sunny,0,0,,False
user168,01-01-2026,burger,13,0,1767273268,1,0,winter,19.1,sunny,0,0,,False
user95,01-01-2026,burger,14,0,1767278237,1,0,winter,19.1,sunny,0,0,,False
user188,01-01-2026,burger,15,0,1767282715,1,0,winter,19.1,sunny,0,0,,False
user15,01-01-2026,burger,16,0,1767283248,1,0,winter,19.1,sunny,0,0,,False
user78,01-01-2026,burger,17,0,1767289870,1,0,winter,19.1,sunny,0,0,,False
user158,01-01-2026,burger,18,0,1767293067,1,0,winter,19.1,sunny,0,0,,False
user158,01-01-2026,sandwich,8,0,1767255677,1,0,winter,19.1,sunny,0,0,,False
user155,01-01-2026,sandwich,9,0,1767258553,1,0,winter,19.1,sunny,0,0,,False
user40,01-01-2026,sandwich,10,0,1767264501,1,0,winter,19.1,sunny,0,0,,False
user45,01-01-2026,sandwich,11,0,1767265565,1,0,winter,19.1,sunny,0,0,,False
user175,01-01-2026,sandwich,12,0,1767270246,1,0,winter,19.1,sunny,0,0,,False
user90,01-01-2026,sandwich,13,0,1767273774,1,0,winter,19.1,sunny,0,0,,False
user56,01-01-2026,sandwich,14,0,1767277358,1,0,winter,19.1,sunny,0,0,,False
user54,01-01-2026,sandwich,15,0,1767280611,1,0,winter,19.1,sunny,0,0,,False
user85,01-01-2026,sandwich,16,0,1767283366,1,0,winter,19.1,sunny,0,0,,False
user9,01-01-2026,sandwich,17,0,1767288574,1,0,winter,19.1,sunny,0,0,,False
user118,01-01-2026,sandwich,18,0,1767290879,1,0,winter,19.1,sunny,0,0,,False
user439,01-01-2026,idly,8,0,1767255845,1,0,winter,19.1,sunny,0,0,,False
user308,01-01-2026,idly,9,0,1767260118,1,0,winter,19.1,sunny,0,0,,False
user398,01-01-2026,idly,10,0,1767264820,1,0,winter,19.1,sunny,0,0,,False
user129,01-01-2026,idly,11,0,1767267596,1,0,winter,19.1,sunny,0,0,,False
user141,01-01-2026,idly,12,0,1767272123,1,0,winter,19.1,sunny,0,0,,False
user38,01-01-2026,idly,13,0,1767274572,1,0,winter,19.1,sunny,0,0,,False
user173,01-01-2026,idly,14,0,1767278704,1,0,winter,19.1,sunny,0,0,,False
user105,01-01-2026,idly,15,0,1767279762,1,0,winter,19.1,sunny,0,0,,False
user40,01-01-2026,idly,16,0,1767284089,1,0,winter,19.1,sunny,0,0,,False
user143,01-01-2026,idly,17,0,1767287885,1,0,winter,19.1,sunny,0,0,,False
user330,01-01-2026,idly,18,0,1767293654,1,0,winter,19.1,sunny,0,0,,False
user181,01-01-2026,dosa,8,0,1767257706,1,0,winter,19.1,sunny,0,0,,False
user154,01-01-2026,dosa,9,0,1767259457,1,0,winter,19.1,sunny,0,0,,False
user194,01-01-2026,dosa,10,0,1767263380,1,0,winter,19.1,sunny,0,0,,False
user75,01-01-2026,dosa,11,0,1767268403,1,0,winter,19.1,sunny,0,0,,False
user33,01-01-2026,dosa,12,0,1767269423,1,0,winter,19.1,sunny,0,0,,False
user85,01-01-2026,dosa,13,0,1767273733,1,0,winter,19.1,sunny,0,0,,False
user259,01-01-2026,dosa,14,0,1767278537,1,0,winter,19.1,sunny,0,0,,False
user95,01-01-2026,dosa,15,0,1767282299,1,0,winter,19.1,sunny,0,0,,False
user226,01-01-2026,dosa,16,0,1767285821,1,0,winter,19.1,sunny,0,0,,False
user303,01-01-2026,dosa,17,0,1767287078,1,0,winter,19.1,sunny,0,0,,False
user21,01-01-2026,dosa,18,0,1767292810,1,0,winter,19.1,sunny,0,0,,False
user280,01-01-2026,pulao,8,0,1767256486,1,0,winter,19.1,sunny,0,0,,False
user71,01-01-2026,pulao,9,0,1767258910,1,0,winter,19.1,sunny,0,0,,False
user199,01-01-2026,pulao,10,0,1767263364,1,0,winter,19.1,sunny,0,0,,False
user66,01-01-2026,pulao,11,0,1767266279,1,0,winter,19.1,sunny,0,0,,False
user37,01-01-2026,pulao,12,0,1767271244,1,0,winter,19.1,sunny,0,0,,False
user14,01-01-2026,pulao,13,0,1767274514,1,0,winter,19.1,sunny,0,0,,False
user200,01-01-2026,pulao,14,0,1767278600,1,0,winter,19.1,sunny,0,0,,False
user421,01-01-2026,pulao,15,0,1767282829,1,0,winter,19.1,sunny,0,0,,False
user108,01-01-2026,pulao,16,0,1767286143,1,0,winter,19.1,sunny,0,0,,False
user135,01-01-2026,pulao,17,0,1767287692,1,0,winter,19.1,sunny,0,0,,False
user166,01-01-2026,pulao,18,0,1767290571,1,0,winter,19.1,sunny,0,0,,False
user173,01-01-2026,coffee,8,0,1767255625,1,0,winter,19.1,sunny,0,0,,False
user350,01-01-2026,coffee,9,0,1767259024,1,0,winter,19.1,sunny,0,0,,False
user172,01-01-2026,coffee,10,0,1767262438,1,0,winter,19.1,sunny,0,0,,False
user281,01-01-2026,coffee,11,0,1767267416,1,0,winter,19.1,sunny,0,0,,False
user80,01-01-2026,coffee,12,0,1767271520,1,0,winter,19.1,sunny,0,0,,False
user103,01-01-2026,coffee,13,0,1767273221,1,0,winter,19.1,sunny,0,0,,False
user35,01-01-2026,coffee,14,0,1767277885,1,0,winter,19.1,sunny,0,0,,False
user388,01-01-2026,coffee,15,0,1767283018,1,0,winter,19.1,sunny,0,0,,False
user131,01-01-2026,coffee,16,0,1767285689,1,0,winter,19.1,sunny,0,0,,False
user118,01-01-2026,coffee,17,0,1767287356,1,0,winter,19.1,sunny,0,0,,False
user195,01-01-2026,coffee,18,0,1767290895,1,0,winter,19.1,sunny,0,0,,False
user200,01-01-2026,tea,8,0,1767257255,1,0,winter,19.1,sunny,0,0,,False
user95,01-01-2026,tea,9,0,1767260056,1,0,winter,19.1,sunny,0,0,,False
user55,01-01-2026,tea,10,0,1767264457,1,0,winter,19.1,sunny,0,0,,False
user209,01-01-2026,tea,11,0,1767266877,1,0,winter,19.1,sunny,0,0,,False
user69,01-01-2026,tea,12,0,1767271045,1,0,winter,19.1,sunny,0,0,,False
